,#label,doc_id,sentence_id,text
41,0,9,297,農業については、果樹類の生産が特筆される
42,0,62,152,農業は果樹・穀類栽培と牧畜がある
43,0,37,151,その他の麦や、トウモロコシやジャガイモの生産も盛ん
44,0,130,324,麦類は乾燥した気候に強いからである
45,0,109,380,他にもタシュケント付近では黒茶などの茶が出されることも多いが、緑茶や黒茶に牛乳や砂糖を入れて飲むようなことはしない
46,0,24,135,ほかに茶が栽培される
47,0,172,434,茶も同様である
48,0,179,662,麦のクレープガレットや、ケーキなどの菓子文化も発達した
49,0,107,56,クレオール料理のレストランでは、調理された米・肉（鶏・豚・七面鳥など）・芋・豆などが1つの大きな皿に乗って提供される
50,0,192,145,観光のほか、国土の約半分を占める森林から得られる木材、ナムグム・ダムを始めとする水力発電の隣国タイへの売電、対外援助などが主な外貨源となっている
51,0,125,54,豊かな木材資源もある
52,0,31,321,食文化としては大量にとれる米を主食とし、ガンジス川流域や海岸、汽水域などで大量にとれる魚も重要な蛋白源となっている
53,0,171,73,"国土中央部にはバラ砂漠と呼ばれる砂漠が、標高1,500mほどの地帯にはダイの森（Forêt de Day）と呼ばれる森林地帯が、タジュラ湾沿いの海岸にはマングローブ林が存在する"
54,0,144,95,チャンボという魚が有名
55,0,80,174,中央高地の森林生態系は、土地の耕作意欲の高まりと、コブウシの牧草地需要の恒常的な増加により、17世紀までには草原へと、大きくその姿を変容させた[38]
56,0,101,72,東日本大震災において、国際熱帯木材機関を通じ、復興用木材の提供を行った
57,0,147,99,豊かな木材資源も有望であるとされる
58,0,128,131,砂漠には砂丘のみならず、岩石砂漠や礫砂漠も存在する
59,0,63,102,この高原の北部にはアフリカ最大の塩湖であるエトーシャ塩湖が広がる
60,0,146,308,野菜栽培で有名
61,0,135,502,中央部では麦類、ぶどう、畜産物を産する
62,0,92,249,果樹栽培は全国的に盛んであるが、リンブルフ州南部とヘルデルラント州およびユトレヒト州西部の河成粘土地域は牧場か果樹園が一番多い
63,0,82,84,豊かなボーキサイトや木材資源に恵まれている
64,0,9,317,南部の森林地帯の荒々しい美しさ、北部のアタカマ砂漠の広漠とした風景、5月から9月にかけてのアンデス山脈のスキーシーズンが観光客を惹きつけている
65,0,19,185,森林率は19%であり高山植物から熱帯雨林まで様々な植物の自生地帯が存在するが、大陸の大半は砂漠とステップ（半乾燥帯）で占められる[44]
66,0,70,222,そのため市場に出回る魚の価格は上昇を続けており、国民が魚を口にする機会は昔に比べると減っている
67,0,107,58,その他にmanicou（オポッサム）の肉料理などもある
68,0,109,381,茶は必ず食事とともに提供されるが、ホスピタリティの一環として、客を招いた際には必ず緑茶もしくは黒茶を出す習慣がある
69,0,135,501,農業は適地適作であり、北部は麦類、畜産物を産する
70,0,149,499,野菜料理は煮込むものが多い
71,0,36,294,このほか、リン鉱と塩も産出する
72,0,37,162,塩、石灰岩の生産も見られる
73,0,194,159,塩は岩塩ではなく、塩田を利用したものである
74,0,172,208,生産者から米・小麦・砂糖・食用油などの作物を最低支持価格で買上げ、政府が定める中央卸売価格を基準に公正価格店に卸す体制がつくられた
75,0,112,231,国土の90%は砂漠で、ナイル川の西側にはサハラ砂漠の一部である西部砂漠（リビア砂漠）、東側には紅海とスエズ湾に接する東部砂漠（الصحراء الشرقية - シャルキーヤ砂漠）がある
76,0,160,151,イギリスは森林も少なく、日本が国土の3分の2が森林で覆われているのに対し、イギリスの森林率は11%ほどである[40]
77,0,167,245,森林[編集]
78,0,74,82,但し、国土の大部分はサルイイシコトラウ砂漠やキジルクム砂漠などの砂漠や乾燥したステップで占められている
79,0,167,261,農林業ではカカオ、キャッサバ、キャベツ、ココナッツ、米、コーヒー豆、サツマイモ、大豆、タバコ、茶、天然ゴム、トウモロコシ、パイナップル、バナナ、落花生の生産量が多い
80,0,10,143,農林産品としてはこのほか、カシューナッツや木材の輸出もある
81,0,51,117,ヨーロッパ最大の草原のひとつ （ホルトバージ国立公園）
82,0,50,164,なお紅茶ではなく中国茶が多く飲まれている[32]
83,0,91,196,フィリピン海、南シナ海、セレベス海に囲まれる
84,0,167,263,オイルパーム（アブラヤシ）から精製されるパームオイル（パーム油、ヤシ油）は、植物油の原料の一つで、1990年代後半日本国内では菜種油・大豆油に次いで第3位で、食用・洗剤・シャンプー・化粧品の原料として需要の増大が見込まれている
85,0,94,133,この砂漠は風によって絶えず景色が変化する砂砂漠（エルグ）、ごつごつした石や砂利と乾燥に強い植物がわずかにみられる礫砂漠、または植生のない岩肌がむき出しになっている岩石砂漠が広がっており、砂砂漠は一部であり、大部分は礫砂漠と岩石砂漠で占められている[10]
86,0,75,283,"国土を囲む海域には北極海の一部であるバレンツ海、白海、カラ海、ラプテフ海、東シベリア海と、太平洋の一部であるベーリング海、オホーツク海、日本海、そして西のバルト海と西南の黒海があり、海岸線は37,000kmに及ぶ"
87,0,109,370,羊肉はウズベキスタン国内でヒツジの放牧が盛んであることから一般的に販売されている肉であり、様々なウズベキスタン料理に使用されている
88,0,19,169,大鑽井盆地より更に西はグレートサンディ砂漠、グレートビクトリア砂漠、ギブソン砂漠等の砂漠が広がり、人はあまり住んでいない
89,0,29,119,資源には見るべきものがなく、わずかに塩が生産されるのみである
90,0,52,135,塩を4万トン生産する
91,0,172,566,ガンディーは「塩の行進」を開始したが成功しなかった
92,0,184,116,鉱業の対象となる唯一の資源は塩である
93,0,110,151,東はアドリア海、西でティレニア海とリグリア海、南でイオニア海と地中海に面している
94,0,160,255,有機鉱物以外では、世界第8位となるカリ塩 （KCl） 、同10位となる塩 （NaCl） がある
95,0,151,216,森林 （36%） も多い
96,0,50,163,また茶を飲む習慣も広まったが、茶は砂糖とミントを入れて沸騰させ濃いめにし小さなグラスで3回に分けて飲むというスタイルである[32]
97,0,93,110,国土の多くは草原となっており馬や牛や羊が飼育されている
98,0,168,245,西にアンデス山脈、東にはパンパと呼ばれる大草原が広がる
99,0,177,37,ウクライナの国土のほとんどは、肥沃な平原、ステップ（草原）、高原で占められている
100,0,53,338,基本的には豆やトウモロコシ、鳥肉を原材料に使ったメニューが主体になっており、他にも米や魚類、牛肉なども使われることが多く、一見単純に見えて繊細な味がその人気の理由とされている
101,0,148,294,モロッコで最も一般的に食される赤味の肉は牛肉であり、国産の羊肉は好まれるが相対的に高価である
102,0,70,16,また、かつてアイスランドの森林は乱伐が行われたことも手伝って、現在の森林面積は国土の0.3%しかない
103,0,103,71,砂漠[編集]
104,0,4,174,平原であるわずかな低地部ではコメが、国土の50%を超える山岳部では果樹などが栽培されている
105,0,92,182,1927年、国土の中央よりいくぶん海よりに位置するゾイデル海を締め切り大堤防によって海から遮ることを目論んだゾイデル海開発計画が発動された
106,0,136,100,セーシェルからは主にマグロなどの冷凍魚を日本へ輸出している
107,0,9,348,果物や野菜の輸出は、アジアと欧州市場である
108,0,58,99,農業では綿、ぶどう、野菜の栽培が盛ん
109,0,110,171,半島南部沿岸で野菜と果物が採れる
110,0,12,180,その他の鉱物資源としては塩（9万トン）がある
111,0,122,84,ボーキサイト以外の鉱物資源は金、塩のみである
112,0,109,32,残りの領土は広大な砂漠（キジルクム砂漠）と険しい山々で占められる
113,0,167,283,コプラパーム油のほか、化学繊維、パルプ、窒素肥料などの工業が確立している
114,0,61,105,対日貿易ではコーヒーの輸出が際立ち、次いで木材と綿花である
115,0,123,279,木材を輸出するため、ステナラインやワレニウス・ウィルヘルムセンといった海運業も発達している
116,0,181,123,木材は主要輸出品でアフリカ最大のチークのプランテーションがある
117,0,26,286,国土の80%がオリノコ川の流域であり、平らな大草原が広がっている
118,0,157,67,モルディブの海
119,0,139,81,国土の50.5%は森林となっている
120,0,93,206,ウルグアイ人はマテ茶をアマルゴ（砂糖なし）にして飲むことを好む
121,0,130,483,イラク国民の嗜好品としてもっとも大量に消費されているのが、茶である
122,0,140,159,政府は当時に発見されたハエがクイーンズランド・フルーツ・フライ（英語版）というオーストラリア原生種のハエであることを確認・発表しており、同時にこの種のハエが果樹園を壊滅させる恐れの強いものであることから非常事態宣言を発令し、その地域だけでなく周辺の地域においても一切の果物や野菜の収穫・出荷が禁止される事態となった[13]
123,0,30,472,おつまみ程度のものはサウガジニョと呼ばれるが、これらにはブラジル風コロッケのコシーニャやアラブ系のキビ、パステウ（ブラジル風揚げパイ）などがあり（コロッケや類似食品は存在するが珍しい）、豊富な肉や野菜、魚介類を基にしたブラジル料理が日常的に食べられている
124,0,128,138,国土の大部分を占める砂漠地帯は砂漠気候であり、年間を通して乾燥している
125,0,153,99,"なお、山地の森林は79,000haほど存在し、川沿いの森林は33,400haほど存在している"
126,0,194,130,かつては国土の9割以上を森林が占めていたものの、2000年には森林面積が39%にまで低下した[8]
127,0,13,38,ニュージーランドからは牛乳や肉その他食料品の輸入が多い
128,0,43,198,島国にもかかわらず魚の料理は少ないが、スモークサーモンは人気が高い
129,0,46,136,40万人が避難し、キブ湖の魚が全滅した
130,0,50,192,砂漠化[編集]
131,0,25,436,イスラエルの鉱業を支えているのは、カリ塩とリン鉱石である
132,0,44,119,アトラス高原には塩湖やそれが枯渇した盆地が多数ある
133,0,132,129,金属鉱物資源は産出せず、塩などが見られる程度である
134,0,168,290,国内で最も大きい塩湖はマール・チキータである
135,0,4,33,殺生を禁じている宗教上の理由と、資源保護の観点から、川で魚を取る事を禁じており、食用の魚は川の下流にあたるインドからの輸入に頼っている
136,0,70,248,主な輸出品目には金額ベースで6割以上を占める魚と魚の加工品、次いで2割を占めるアルミニウムの地金及びアルミニウム製の製品である
137,0,52,151,主要輸出品目は衣類（77.8%）、天然ゴム、木材である
138,0,158,122,1980年代までは国内エネルギー需要の95%は木炭と木材で賄われていた
139,0,111,106,国土の5分の4を占める草原ステップは牧草地に使用されている
140,0,55,250,周囲を太平洋、日本海、東シナ海、フィリピン海、オホーツク海などの海洋に囲まれる
141,0,91,3,フィリピンの東にはフィリピン海、西には南シナ海、南にはセレベス海が広がる
142,0,132,14,漢字表記では克羅地亜、呉呂茶など
143,0,80,127,これらが森林規模の縮小につながった[43]
144,0,81,125,なお、カナダの領土の54%は森林で占められている
145,0,140,162,林業、森林業が大変盛ん
146,0,164,114,また森林には粘菌が多様に生息する
147,0,192,99,そして、この森林地帯でも多くの人々が生活している
148,0,110,8,南にはティレニア海がある
149,0,19,325,先住民の伝統料理としてはカンガルー肉などのブッシュ・タッカーが知られている
150,0,110,346,また、サラミ、ハムなどの肉製品、チーズの種類の豊富なことも特徴である
151,0,174,600,全ての地域で肉はしばしばソーセージのかたちで食べられる[173]
152,0,9,271,また寒流は西岸砂漠の成因であり、アタカマ砂漠は世界で降水量が最も少ない地域となっている
153,0,50,193,国土の砂漠化が著しく、首都ヌアクショット周辺の住宅地も砂漠に飲み込まれ、放棄されている
154,0,63,20,ナミビアという国名は、同国内にある世界最古の砂漠と言われているナミブ砂漠にちなんでつけられた
155,0,130,226,ユーフラテス川の南側は、シリア砂漠とネフド砂漠が切れ目なく続いており、不毛の土地となっている
156,0,110,7,西に港へ適したリグリア海、東には大陸棚が海の幸をもたらすアドリア海がある
157,0,111,79,なお国土が海に面していないため海軍は存在しないが、モンゴル船籍の商船は世界中の海で活躍している
158,0,176,97,独立時にはバナナ、パイナップル、コーヒー、ピーナッツ、パーム油が主要輸出物であった
159,0,58,74,中央部にセヴァン湖（標高1900メートル、深さは36〜80メートル、高山の淡水湖、ここで採れる魚は「イシュハン・ヅーク（魚の王子さま）」と呼ばれる）が存在する
160,0,94,135,さらに南のサハラ砂漠は砂漠気候となる
161,0,153,90,ほぼ全域が砂漠気候である
162,0,30,251,熱帯には「セハード」と呼ばれる広大な草原が広がり、エマス国立公園も含まれている
163,0,9,289,最近では、各地で産出される良質なワイン、サーモン、木材パルプの輸出が始められた
164,0,19,190,こうした悪条件により、穀物生産や牧畜業、果樹生産など広範な分野において農業生産性は極めて低い
165,0,9,311,金属以外の無機鉱物資源では、ヨウ素、硫黄、塩、カリ塩、リン鉱石が有望であり、リン鉱石以外は世界シェア1%を上回る
166,0,70,37,人類が入植する前は、国土の1/4が樺の森林であったが19世紀まで続いた伐採により森林面積は1%に減少した
167,0,109,382,冷たいヨーグルト飲料であるアイランは夏季には人気があるものの、茶にかわる地位は獲得していない
168,0,130,488,イランやトルコなど生産地が近く、イラク国内では茶を安価に入手できる
169,0,168,504,近隣諸国と同様にグアラニー人由来のマテ茶を飲む習慣もある
170,0,127,20,スカンディナヴィア半島の西岸に位置し、北極海およびノルウェー海に面し、海岸にはフィヨルドが発達している
171,0,45,156,現在の森林面積は国土の40%以下となっている
172,0,58,75,森林は少なく、急流となった小規模な河川が多い
173,0,91,210,違法伐採による森林減少も大きな問題である
174,0,91,249,そして原生林は森林面積の13%ほどしかない[50]
175,0,93,150,前述のように森林資源に乏しい国である[9]
176,0,19,19,バサーストに始まったゴールドラッシュの開拓者に食わせる肉が必要だった
177,0,43,196,牧畜業が盛んなため、乳製品や肉、その加工食品が多く食されている
178,0,80,582,流通している肉は、牛肉が最も多く安価であり、豚肉の方が高価である
179,0,172,436,インドの養鶏は国内需要の高い肉も生産量を向上させている
180,0,177,468,さらに、肉料理としてサーロ（豚の脂身の塩漬け）が頻繁に利用される
181,0,160,414,海商都市リヴァプール
182,0,168,293,沿岸部と海[編集]
183,0,12,216,コスタではおもにコメ、バナナ、ユカイモ、魚、エビ、貝類などを主食としている
184,0,106,60,現在は、コプラ、観賞用魚や海草が生産および輸出の大半を占める
185,0,168,296,海中には多くの魚が住み、炭化水素エネルギー資源を保有していると予想されている
186,0,135,560,その他の鉱物資源では、世界第10位（市場占有率1.5%）のカリ塩、イオウ（同1.1%）、塩（同1.5%）を産出する
187,0,172,173,作物では麦の作付面積1520万エーカーの半分と、綿花では770万エーカーの3/4を分離された
188,0,74,55,モンゴル第2代皇帝オゴデイが没すると、1242年にバトゥはヴォルガ川下流のサライに都を置いて、カザフ草原（当時はキプチャク草原と呼ばれた）を中心とする自立政権ジョチ・ウルスを築いた
189,0,34,199,ベラルーシ料理は主に野菜、豚肉をはじめとするに肉類、パンから構成される
190,0,50,157,野菜も手に入るがほぼ輸入品であるため品質は悪い[32]
191,0,165,88,主な栽培作物はブドウ、コムギ、オリーブ、野菜類、葉たばこである
192,0,172,431,2003年時点で砂糖・魚介・野菜・果実は完全自給できている
193,0,192,163,雨季は稲作、乾季は野菜等の栽培を行っている農家が多い
194,0,148,177,アトラス山脈の南斜面はそのままサハラ砂漠につながっており、北部がギール砂漠、南部がドラー砂漠である
195,0,70,213,それ以外の天然資源は乏しく、塩が唯一産出する鉱物資源である
196,0,179,515,塩の食用需要は限られ、大部分は化学工業需要である
197,0,194,156,パナマの鉱業は小規模ではあるが、金と塩については経済的に採算が取れている
198,0,74,45,突厥は582年に東西に分離し、カザフ草原は西突厥が支配することとなる
199,0,168,247,ウルグアイ川とパラナ川に挟まれた地方は、メソポタミア地方でパンパと同じく草原地帯である
200,0,176,93,そこから内陸に入ると、標高は高くないが分水嶺をなすフータ・ジャロン山地があり、草原が広がる
201,0,9,268,気候は幅広く、太平洋上に浮かぶラパ・ヌイ島（パスクア島、イースター島）の亜熱帯から、国土の北3分の1を占め、世界で最も乾燥した砂漠とされるアタカマ砂漠、中央部の肥沃な渓谷地域、そして元々は森林に覆われていた湿度は高いが寒い南部、ツンドラ気候が広がる最南部のパタゴニア地方に大きく分けられる
202,0,80,139,違法伐採木材の密輸先はほとんどが中国であり、用途は高級家具や楽器である[49]
203,0,81,169,鉱物、木材、穀物は現在も重要な輸出品だが、近年は工業製品が中心となっている
204,0,115,258,チークなど木材をはじめ天然資源が豊富で、石油の生産・輸出も盛んに行われていた
205,0,194,162,また紙の原料となる木材チップの生産が盛んであり、主に日本や東南アジアの港湾に輸出される
206,0,48,23,国土の大半が砂漠と石灰岩に覆われている
207,0,79,407,西南部にはヨーロッパ最大の砂漠がある
208,0,103,72,国土の80%は砂漠地帯に属する
209,0,148,178,気候区分は、砂漠気候 （BW）である
210,0,69,22,とくにガーナ王国は、北アフリカのアラブ人から塩を輸入し金・象牙を輸出するサハラ交易（いわゆる塩金交易）によって8世紀に絶頂期を迎えた
211,0,9,442,また、南部ではアルゼンチン、ウルグアイ、パラグアイ、ブラジル南部などと同様にマテ茶を飲む習慣がある
212,0,31,52,ベンガルの東部・西部から綿織物や米の輸出が盛況を呈し、17世紀の末には、アジア最大のヨーロッパ向け輸出地域となり、大量の銀が流入し、銀貨に鋳造され、森林地帯の開拓資金に投下された[11]
213,0,81,121,東は大西洋、デイビス海峡、西岸の一部は太平洋、北はボーフォート海、北極海に面する
214,0,172,210,差し迫った次元では小麦と食用油の完全自給ができていない（2003年でも自給率はそれぞれ85%と68%）
215,0,117,155,国土の大部分は砂漠で、北部にネフド砂漠、南部にルブアルハリ砂漠（広さ25万平方km）があり、その間をアッダハナと呼ばれる長さ1500kmに及ぶ砂丘地帯が結ぶ
216,0,9,492,国花はコピウエであり、この花は南部の森林地帯に自生している
217,0,22,12,森林と農地で国土の約81%を占める[14]
218,0,37,117,国土の約40%が森林で、ブナや松などが多い
219,0,70,36,定住した人類は木炭を作るために森林を広範囲に伐採した
220,0,123,277,国土の65.9%は森林（針葉樹林）に覆われている
221,0,148,186,森林を形成しているのはコルクガシであり、特に大西洋岸に目立つ
222,0,173,11,スロベニアの国土の半分以上は森林に覆われている[15]
223,0,127,86,ノルウェーで捕れる魚とロシアの穀物を取引し、どちらの社会においても重要度が高かった
224,0,168,501,アルゼンチンには肉料理が多いことから、それと相性がよいとされる赤ワインが特に多く、品質も優れている
225,0,29,20,"ポルトガルの冒険者ジャイメ・コルテサンはアラブ人は塩田に塩を取りに来ていた事を記録しており、Sal Island （Salt Island, サル島、塩の島）を指していると思われる"
226,0,113,507,メコンデルタで栽培できる野菜類は、ナス、キュウリ、トマトなどのほかに、ミント類がある
227,0,39,89,標高と海からの距離により少し異なる
228,0,103,65,ここには死海もあり、標高が極めて低い
229,0,192,96,ラオスは、海と接しない内陸国である
230,0,70,237,さらに天然資源の加工品としてコンクリートがあり、非常に高価な輸入木材に代わってほとんどの建築に利用されている
231,0,94,127,ステップ高原の南には平方5000kmのジェリド湖（塩湖）がある
232,0,102,237,日本でもルシア塩満、上松美香などがプロのアルパ奏者として活躍している
233,0,179,519,金属資源では、金、銀、その他の地下資源ではカリ塩、硫黄を採掘している
234,0,149,291,イラン東部の中央盆地は乾燥しており、年間降水量は200mmに満たず、砂漠が広がる砂漠気候となる
235,0,115,396,"海側はアンダマン海とベンガル湾に面し、海岸線の全長は約2,000kmである"
236,0,118,357,ジョージア経済は伝統的に、黒海観光、柑橘類、茶やブドウの生産を中心としてきた
237,0,168,498,魚は、大きなスーパーや中国人街以外ではメルルーサ（タラ）かサケくらいしか売っていないが、イグアスの滝に近い北部の亜熱帯地方ではスルビ（ナマズの一種）、クージョのアンデス山脈付近ではトゥルーチャ（マス）など、川魚を食べる地方もある
238,0,48,24,ケッペンの気候区分は砂漠気候（BW）
239,0,50,96,近年サハラ砂漠の砂漠化の拡大が問題となっている
240,0,62,118,北西部はナミブ砂漠の延長部である
241,0,104,120,最南部の海岸は砂漠気候さえ示す
242,0,128,130,サハラ砂漠のリビア部分を特にリビア砂漠と呼ぶ
243,0,130,330,ナツメヤシはペルシャ湾、メソポタミアの砂漠地帯の原産である
244,0,131,111,砂漠から離れた北東部は湿度が高くなる
245,0,161,71,沿岸部は高温多湿だが、内陸は砂漠である
246,0,190,58,ルブアルハリ砂漠ではベドウィンがラクダの遊牧を行っているだけである
247,0,192,97,国土の多くが山岳で占められており、隣国に比べて比較的森林資源が多く残っていた地域であるが[14][15]、近年急激な森林破壊が問題となっている
248,0,110,118,1977年、もれた政財界のスキャンダルが世論という火に油を注ぎ、諜報機関は若干の改革を余儀なくされた
249,0,130,344,食品工業は、デーツを原料とする植物油精製のほか、製粉業、精肉業、皮革製造などが中心である
250,0,118,48,石器の石材には主として地元産のフリントや黒曜石が用いられ、牛や豚などの牧畜を行い、ブドウを含む果樹の栽培も行われた[34]
251,0,123,281,"1980年代では、国内の85,000の湖沼のうち、18,000で魚がほとんど死滅、激減した[40]"
252,0,192,114,そのため藻類やプランクトンなどが多く発生し、草食性・プランクトン食性の魚の藻場になっている
253,0,194,15,国名の由来はインディオ（インディヘナ）のクエバ人の言葉で、「魚が豊富」を意味する言葉から来ているとされている
254,0,74,20,イッセドネス人は故人の肉を食す民族であり、アリマスポイ人は一つ目の民族であるという
255,0,90,106,中でも、粗糖、牛肉、豚肉、羊肉、鶏肉、ビールなどの食品工業が充実している
256,0,15,189,アフガニスタン国境はカイバル峠、インドとの国境には大インド砂漠（タール砂漠）が広がり、その南にはカッチ大湿地が分布する
257,0,36,242,また、これらの河川の流域には熱帯雨林が形成され、森林資源となっている[25]
258,0,80,129,残された森林地域でも、その80パーセントで間伐が行われている[44]
259,0,134,29,現在の課題は、財政赤字、森林破壊およびマラリア対策である
260,0,153,98,"森林面積は4,130,000haで、そのほとんどは天然林である"
261,0,55,741,そのため、魚介類や海藻、野菜や山菜、果物など様々な食品が自然の恵みとして得られる
262,0,130,326,野菜・果実ではトマト （100 万トン）、ぶどう （33 万トン） が顕著である
263,0,135,503,東部では柑橘類、コメ、南部ではオリーブ、ぶどう、野菜、コメ等の生産が盛んである
264,0,170,116,野菜ではトマト（1.1万トン）、次いでキャベツ（2000トン）の生産が盛ん
265,0,61,90,"木材伐採は外国企業により行われ、政府に毎年6,000万ドルの収入をもたらす"
266,0,75,358,これが2003年になるとアルミニウム（アルミニウム合金を含む、22.4%）、魚介類、石炭、木材、原油となった
267,0,18,133,2004年時点では塩が1.9万トンに減少、その他の鉱物は記録されていない
268,0,91,2,7000以上の島を領有する島国であり、フィリピン海を挟んで日本とパラオ、ルソン海峡を挟んで台湾、スールー海を挟んでマレーシア、セレベス海を挟んでインドネシア、南シナ海を挟んで中国およびベトナムと対する
269,0,28,13,通称はハイチ、漢字表記は海地
270,0,108,3,海を隔てて西にはモザンビークがあり、東南にはマダガスカルがある
271,0,23,128,スリランカの主な経済部門は観光産業、茶の栽培、繊維産業、それに稲作やその他農産業である
272,0,102,230,マテ茶はグアラニー人から受け継がれてきた飲み物であるが、テレレそのものはチャコ戦争のころに生まれたようである
273,0,127,3,国土は南北に細長く、海岸線は北大西洋の複数の海域、すなわちスカゲラック海峡、北海、ノルウェー海およびバレンツ海に面している
274,0,90,103,ココヤシの胚乳から作るコプラとコプラを圧搾して抽出するパーム油は、いずれも世界第6位の規模である
275,0,142,448,ただし、贅沢からは縁遠い、穀物、食用油、水道などの特定の品目への増値税には低減税率13%が適用される
276,0,170,125,2008年までの油価高騰により石油ガスがGDPの50%、輸出の85%、政府収入の70%を占めるようになった
277,0,55,662,日米安全保障条約に基づき、在日米軍が駐留する[176]
278,0,151,285,穀物としては小麦、トウモロコシ、ライ麦、米が用いられ、米はヨーロッパで最多の消費量である
279,0,112,227,これは、ナイル流域以外が全域砂漠であり、居住者がほとんどいないことによるものである
280,0,130,252,イラクの気候は、ほぼ全土にわたり砂漠気候に分類される
281,0,131,110,その他、半砂漠植生、マングローブ沼地などの地形がみられる
